date,lake_surface_water_temperature
2005-05-14,283.018
2005-05-15,281.455
2005-05-15,281.455
2005-05-16,281.571
2005-05-16,281.571
2005-05-18,282.164
2005-05-18,282.164
2005-05-19,282.466
2005-05-19,282.466
2005-05-20,280.509
2005-05-20,280.509
2005-05-21,281.418
2005-05-21,281.418
2005-05-25,278.069
2005-05-25,278.069
2005-05-26,281.035
2005-05-26,281.035
2005-05-27,280.237
2005-05-27,280.237
2005-05-28,279.826
2005-05-28,279.826
2005-05-29,280.992
2005-05-29,280.992
2005-05-30,281.499
2005-05-30,281.499
2005-05-31,281.322
2005-05-31,281.322
2005-06-01,280.826
2005-06-01,280.826
2005-06-03,279.917
2005-06-03,279.917
2005-06-04,281.14
2005-06-04,281.14
2005-06-05,280.479
2005-06-05,280.479
2005-06-06,281.59
2005-06-06,281.59
2005-06-07,280.963
2005-06-07,280.963
2005-06-08,280.413
2005-06-08,280.413
2005-06-10,279.294
2005-06-10,279.294
2005-06-11,280.535
2005-06-11,280.535
2005-06-12,277.45
2005-06-12,277.45
2005-06-13,277.055
2005-06-13,277.055
2005-06-14,278.692
2005-06-14,278.692
2005-06-15,278.667
2005-06-15,278.667
2005-06-16,278.597
2005-06-16,278.597
2005-06-17,279.525
2005-06-17,279.525
2005-06-19,278.789
2005-06-19,278.789
2005-06-20,280.194
2005-06-20,280.194
2005-06-21,277.274
2005-06-21,277.274
2005-06-22,279.825
2005-06-22,279.825
2005-06-23,279.392
2005-06-23,279.392
2005-06-24,279.373
2005-06-24,279.373
2005-06-26,277.885
2005-06-26,277.885
2005-06-27,279.047
2005-06-27,279.047
2005-06-28,278.068
2005-06-28,278.068
2005-06-29,277.358
2005-06-29,277.358
2005-06-30,279.04
2005-06-30,279.04
2005-07-01,280.154
2005-07-01,280.154
2005-07-02,276.5
2005-07-02,276.5
2005-07-03,280.323
2005-07-03,280.323
2005-07-05,279.63
2005-07-05,279.63
2005-07-06,279.193
2005-07-06,279.193
2005-07-07,279.89
2005-07-07,279.89
2005-07-08,280.644
2005-07-08,280.644
2005-07-09,280.252
2005-07-09,280.252
2005-07-10,279.669
2005-07-10,279.669
2005-07-12,279.778
2005-07-12,279.778
2005-07-13,279.969
2005-07-13,279.969
2005-07-14,279.566
2005-07-14,279.566
2005-07-15,279.093
2005-07-15,279.093
2005-07-16,278.114
2005-07-16,278.114
2005-07-17,277.802
2005-07-17,277.802
2005-07-18,276.092
2005-07-18,276.092
2005-07-19,277.892
2005-07-19,277.892
2005-07-21,277.624
2005-07-21,277.624
2005-07-22,279.798
2005-07-22,279.798
2005-07-23,278.855
2005-07-23,278.855
2005-07-24,278.128
2005-07-24,278.128
2005-07-26,279.356
2005-07-26,279.356
2005-07-28,280.093
2005-07-28,280.093
2005-07-29,281.475
2005-07-29,281.475
2005-07-30,280.951
2005-07-30,280.951
2005-08-01,281.305
2005-08-01,281.305
2005-08-02,281.707
2005-08-02,281.707
2005-08-03,281.16
2005-08-03,281.16
2005-08-04,281.471
2005-08-04,281.471
2005-08-06,281.085
2005-08-06,281.085
2005-08-07,280.863
2005-08-07,280.863
2005-08-08,281.454
2005-08-08,281.454
2005-08-09,280.17
2005-08-09,280.17
2005-08-10,281.395
2005-08-10,281.395
2005-08-11,282.006
2005-08-11,282.006
2005-08-12,280.728
2005-08-12,280.728
2005-08-13,281.493
2005-08-13,281.493
2005-08-15,281.396
2005-08-15,281.396
2005-08-16,282.506
2005-08-16,282.506
2005-08-17,281.456
2005-08-17,281.456
2005-08-18,282.357
2005-08-18,282.357
2005-08-19,280.644
2005-08-19,280.644
2005-08-20,282.601
2005-08-20,282.601
2005-08-22,282.074
2005-08-22,282.074
2005-08-23,282.132
2005-08-23,282.132
2005-08-24,281.267
2005-08-24,281.267
2005-08-25,281.483
2005-08-25,281.483
2005-08-26,282.138
2005-08-26,282.138
2005-08-27,282.868
2005-08-27,282.868
2005-08-28,281.516
2005-08-28,281.516
2005-08-29,282.344
2005-08-29,282.344
2005-08-30,283.022
2005-08-30,283.022
2005-08-31,281.043
2005-08-31,281.043
2005-09-01,281.555
2005-09-01,281.555
2005-09-02,281.39
2005-09-02,281.39
2005-09-03,282.721
2005-09-03,282.721
2005-09-05,282.184
2005-09-05,282.184
2005-09-07,283.011
2005-09-07,283.011
2005-09-08,284.909
2005-09-08,284.909
2005-09-09,283.29
2005-09-09,283.29
2005-09-10,283.031
2005-09-10,283.031
2005-09-11,281.956
2005-09-11,281.956
2005-09-12,284.599
2005-09-12,284.599
2005-09-16,278.885
2005-09-16,278.885
2005-09-17,283.456
2005-09-17,283.456
2005-09-18,282.943
2005-09-18,282.943
2005-09-19,284.191
2005-09-19,284.191
2005-09-21,285.891
2005-09-21,285.891
2005-09-23,283.789
2005-09-23,283.789
2005-09-25,284.094
2005-09-25,284.094
2005-09-26,277.336
2005-09-26,277.336
2005-09-28,284.858
2005-09-28,284.858
2005-09-29,283.907
2005-09-29,283.907
2005-09-30,284.038
2005-09-30,284.038
2005-10-01,286.145
2005-10-01,286.145
2005-10-02,283.952
2005-10-02,283.952
2005-10-03,285.216
2005-10-03,285.216
2005-10-04,285.734
2005-10-04,285.734
2005-10-05,286.74
2005-10-05,286.74
2005-10-07,284.71
2005-10-07,284.71
2005-10-09,284.692
2005-10-09,284.692
2005-10-11,285.672
2005-10-11,285.672
2005-10-12,286.465
2005-10-12,286.465
2005-10-13,287.69
2005-10-13,287.69
2005-10-14,286.204
2005-10-14,286.204
2005-10-15,286.607
2005-10-15,286.607
2005-10-16,287.294
2005-10-16,287.294
2005-10-17,288.57
2005-10-17,288.57
2005-10-18,286.391
2005-10-18,286.391
2005-10-19,286.541
2005-10-19,286.541
2005-10-20,285.696
2005-10-20,285.696
2005-10-21,285.277
2005-10-21,285.277
2005-10-23,287.781
2005-10-23,287.781
2005-10-25,286.112
2005-10-25,286.112
2005-10-26,288.353
2005-10-26,288.353
2005-10-27,286.558
2005-10-27,286.558
2005-10-28,280.595
2005-10-28,280.595
2005-10-29,286.851
2005-10-29,286.851
2005-10-30,287.299
2005-10-30,287.299
2005-10-31,284.61
2005-10-31,284.61
2005-11-01,286.335
2005-11-01,286.335
2005-11-02,288.271
2005-11-02,288.271
2005-11-03,286.595
2005-11-03,286.595
2005-11-04,289.242
2005-11-04,289.242
2005-11-05,288.475
2005-11-05,288.475
2005-11-06,287.822
2005-11-06,287.822
2005-11-10,287.051
2005-11-10,287.051
2005-11-11,287.635
2005-11-11,287.635
2005-11-12,287.475
2005-11-12,287.475
2005-11-13,288.613
2005-11-13,288.613
2005-11-14,288.903
2005-11-14,288.903
2005-11-16,286.997
2005-11-16,286.997
2005-11-17,287.593
2005-11-17,287.593
2005-11-19,287.392
2005-11-19,287.392
2005-11-21,288.555
2005-11-21,288.555
2005-11-22,287.173
2005-11-22,287.173
2005-11-24,287.691
2005-11-24,287.691
2005-11-26,288.504
2005-11-26,288.504
2005-11-27,290.296
2005-11-27,290.296
2005-11-28,288.671
2005-11-28,288.671
2005-11-29,289.855
2005-11-29,289.855
2005-11-30,288.827
2005-11-30,288.827
2005-12-02,287.802
2005-12-02,287.802
2005-12-03,288.408
2005-12-03,288.408
2005-12-04,289.129
2005-12-04,289.129
2005-12-05,288.666
2005-12-05,288.666
2005-12-08,285.697
2005-12-08,285.697
2005-12-10,290.145
2005-12-10,290.145
2005-12-11,288.803
2005-12-11,288.803
2005-12-14,289.958
2005-12-14,289.958
2005-12-16,289.739
2005-12-16,289.739
2005-12-17,289.657
2005-12-17,289.657
2005-12-19,288.886
2005-12-19,288.886
2005-12-21,286.306
2005-12-21,286.306
2005-12-24,278.514
2005-12-24,278.514
2005-12-26,290.269
2005-12-26,290.269
2005-12-27,288.638
2005-12-27,288.638
2005-12-28,288.581
2005-12-28,288.581
2005-12-29,290.254
2005-12-29,290.254
2005-12-30,288.63
2005-12-30,288.63
2005-12-31,289.43
2005-12-31,289.43
2006-01-01,291.545
2006-01-01,291.545
2006-01-04,289.765
2006-01-04,289.765
2006-01-06,289.405
2006-01-06,289.405
2006-01-07,291.819
2006-01-07,291.819
2006-01-08,290.213
2006-01-08,290.213
2006-01-09,284.047
2006-01-09,284.047
2006-01-12,287.049
2006-01-12,287.049
2006-01-13,289.832
2006-01-13,289.832
2006-01-15,284.61
2006-01-15,284.61
2006-01-16,290.64
2006-01-16,290.64
2006-01-20,289.173
2006-01-20,289.173
2006-01-22,288.019
2006-01-22,288.019
2006-01-23,289.484
2006-01-23,289.484
2006-01-27,290.353
2006-01-27,290.353
2006-01-28,286.403
2006-01-28,286.403
2006-01-29,287.23
2006-01-29,287.23
2006-01-31,289.356
2006-01-31,289.356
2006-02-01,289.901
2006-02-01,289.901
2006-02-02,288.094
2006-02-02,288.094
2006-02-03,288.973
2006-02-03,288.973
2006-02-05,288.537
2006-02-05,288.537
2006-02-07,286.92
2006-02-07,286.92
2006-02-10,288.61
2006-02-10,288.61
2006-02-12,288.474
2006-02-12,288.474
2006-02-13,286.815
2006-02-13,286.815
2006-02-14,286.912
2006-02-14,286.912
2006-02-15,288.477
2006-02-15,288.477
2006-02-16,287.48
2006-02-16,287.48
2006-02-17,289.651
2006-02-17,289.651
2006-02-18,289.505
2006-02-18,289.505
2006-02-19,288.891
2006-02-19,288.891
2006-02-21,289.092
2006-02-21,289.092
2006-02-23,289.244
2006-02-23,289.244
2006-02-26,289.267
2006-02-26,289.267
2006-02-28,289.225
2006-02-28,289.225
2006-03-01,288.744
2006-03-01,288.744
2006-03-02,288.76
2006-03-02,288.76
2006-03-04,285.832
2006-03-04,285.832
2006-03-05,288.658
2006-03-05,288.658
2006-03-07,288.764
2006-03-07,288.764
2006-03-09,288.903
2006-03-09,288.903
2006-03-10,286.559
2006-03-10,286.559
2006-03-11,288.127
2006-03-11,288.127
2006-03-12,289.566
2006-03-12,289.566
2006-03-13,287.859
2006-03-13,287.859
2006-03-14,289.257
2006-03-14,289.257
2006-03-16,288.273
2006-03-16,288.273
2006-03-17,283.108
2006-03-17,283.108
2006-03-19,288.71
2006-03-19,288.71
2006-03-20,287.592
2006-03-20,287.592
2006-03-21,288.071
2006-03-21,288.071
2006-03-23,285.824
2006-03-23,285.824
2006-03-25,287.384
2006-03-25,287.384
2006-03-26,285.779
2006-03-26,285.779
2006-03-27,287.555
2006-03-27,287.555
2006-03-28,287.781
2006-03-28,287.781
2006-03-29,286.391
2006-03-29,286.391
2006-03-30,287.561
2006-03-30,287.561
2006-04-01,287.136
2006-04-01,287.136
2006-04-03,287.232
2006-04-03,287.232
2006-04-04,287.29
2006-04-04,287.29
2006-04-05,285.37
2006-04-05,285.37
2006-04-06,286.655
2006-04-06,286.655
2006-04-07,287.016
2006-04-07,287.016
2006-04-08,288.146
2006-04-08,288.146
2006-04-10,285.35
2006-04-10,285.35
2006-04-11,285.847
2006-04-11,285.847
2006-04-12,284.742
2006-04-12,284.742
2006-04-13,286.798
2006-04-13,286.798
2006-04-14,283.581
2006-04-14,283.581
2006-04-15,285.159
2006-04-15,285.159
2006-04-17,287.37
2006-04-17,287.37
2006-04-19,285.359
2006-04-19,285.359
2006-04-20,286.135
2006-04-20,286.135
2006-04-21,285.438
2006-04-21,285.438
2006-04-22,286.868
2006-04-22,286.868
2006-04-23,286.135
2006-04-23,286.135
2006-04-24,283.354
2006-04-24,283.354
2006-04-26,285.488
2006-04-26,285.488
2006-04-27,285.13
2006-04-27,285.13
2006-04-28,285.083
2006-04-28,285.083
2006-04-29,284.298
2006-04-29,284.298
2006-04-30,282.64
2006-04-30,282.64
2006-05-01,284.945
2006-05-01,284.945
2006-05-03,284.782
2006-05-03,284.782
2006-05-05,284.156
2006-05-05,284.156
2006-05-06,284.148
2006-05-06,284.148
2006-05-07,282.744
2006-05-07,282.744
2006-05-08,282.859
2006-05-08,282.859
2006-05-09,282.417
2006-05-09,282.417
2006-05-10,281.576
2006-05-10,281.576
2006-05-12,282.151
2006-05-12,282.151
2006-05-13,281.413
2006-05-13,281.413
2006-05-14,282.782
2006-05-14,282.782
2006-05-15,283.399
2006-05-15,283.399
2006-05-16,282.137
2006-05-16,282.137
2006-05-17,282.65
2006-05-17,282.65
2006-05-19,281.447
2006-05-19,281.447
2006-05-21,281.306
2006-05-21,281.306
2006-05-22,281.922
2006-05-22,281.922
2006-05-23,280.753
2006-05-23,280.753
2006-05-24,281.309
2006-05-24,281.309
2006-05-25,281.377
2006-05-25,281.377
2006-05-26,280.654
2006-05-26,280.654
2006-05-28,281.379
2006-05-28,281.379
2006-05-29,280.659
2006-05-29,280.659
2006-05-30,279.49
2006-05-30,279.49
2006-05-31,280.858
2006-05-31,280.858
2006-06-01,281.106
2006-06-01,281.106
2006-06-04,279.721
2006-06-04,279.721
2006-06-06,279.881
2006-06-06,279.881
2006-06-07,280.502
2006-06-07,280.502
2006-06-08,280.206
2006-06-08,280.206
2006-06-09,279.121
2006-06-09,279.121
2006-06-10,277.47
2006-06-10,277.47
2006-06-11,278.579
2006-06-11,278.579
2006-06-13,280.004
2006-06-13,280.004
2006-06-14,278.611
2006-06-14,278.611
2006-06-15,279.436
2006-06-15,279.436
2006-06-16,280.273
2006-06-16,280.273
2006-06-17,279.032
2006-06-17,279.032
2006-06-18,280.211
2006-06-18,280.211
2006-06-20,278.893
2006-06-20,278.893
2006-06-22,279.82
2006-06-22,279.82
2006-06-23,279.189
2006-06-23,279.189
2006-06-24,279.333
2006-06-24,279.333
2006-06-25,280.155
2006-06-25,280.155
2006-06-26,279.644
2006-06-26,279.644
2006-06-27,280.273
2006-06-27,280.273
2006-06-29,279.947
2006-06-29,279.947
2006-06-30,278.524
2006-06-30,278.524
2006-07-01,279.765
2006-07-01,279.765
2006-07-02,280.306
2006-07-02,280.306
2006-07-03,279.009
2006-07-03,279.009
2006-07-04,280.06
2006-07-04,280.06
2006-07-06,279.044
2006-07-06,279.044
2006-07-08,279.738
2006-07-08,279.738
2006-07-09,278.887
2006-07-09,278.887
2006-07-10,279.651
2006-07-10,279.651
2006-07-11,279.996
2006-07-11,279.996
2006-07-12,279.554
2006-07-12,279.554
2006-07-13,279.617
2006-07-13,279.617
2006-07-15,280.629
2006-07-15,280.629
2006-07-17,280.125
2006-07-17,280.125
2006-07-18,280.97
2006-07-18,280.97
2006-07-19,280.219
2006-07-19,280.219
2006-07-20,280.656
2006-07-20,280.656
2006-07-22,280.015
2006-07-22,280.015
2006-07-24,278.837
2006-07-24,278.837
2006-07-25,276.171
2006-07-25,276.171
2006-07-26,277.78
2006-07-26,277.78
2006-07-27,280.211
2006-07-27,280.211
2006-07-28,279.826
2006-07-28,279.826
2006-07-29,280.292
2006-07-29,280.292
2006-07-31,280.591
2006-07-31,280.591
2006-08-01,281.278
2006-08-01,281.278
2006-08-02,280.942
2006-08-02,280.942
2006-08-03,281.749
2006-08-03,281.749
2006-08-04,281.441
2006-08-04,281.441
2006-08-05,282.304
2006-08-05,282.304
2006-08-07,281.976
2006-08-07,281.976
2006-08-09,281.261
2006-08-09,281.261
2006-08-10,280.267
2006-08-10,280.267
2006-08-11,281.664
2006-08-11,281.664
2006-08-12,281.871
2006-08-12,281.871
2006-08-13,281.104
2006-08-13,281.104
2006-08-16,281.034
2006-08-16,281.034
2006-08-17,282.828
2006-08-17,282.828
2006-08-18,282.039
2006-08-18,282.039
2006-08-19,282.668
2006-08-19,282.668
2006-08-20,282.115
2006-08-20,282.115
2006-08-21,282.789
2006-08-21,282.789
2006-08-23,281.223
2006-08-23,281.223
2006-08-25,282.94
2006-08-25,282.94
2006-08-26,279.072
2006-08-26,279.072
2006-08-27,282.136
2006-08-27,282.136
2006-08-28,283.013
2006-08-28,283.013
2006-08-29,281.926
2006-08-29,281.926
2006-08-30,283.611
2006-08-30,283.611
2006-09-01,282.311
2006-09-01,282.311
2006-09-02,283.694
2006-09-02,283.694
2006-09-03,282.758
2006-09-03,282.758
2006-09-04,282.762
2006-09-04,282.762
2006-09-05,282.314
2006-09-05,282.314
2006-09-06,283.739
2006-09-06,283.739
2006-09-08,282.853
2006-09-08,282.853
2006-09-10,283.506
2006-09-10,283.506
2006-09-11,282.927
2006-09-11,282.927
2006-09-12,284.714
2006-09-12,284.714
2006-09-13,285.282
2006-09-13,285.282
2006-09-14,283.64
2006-09-14,283.64
2006-09-15,283.846
2006-09-15,283.846
2006-09-17,284.349
2006-09-17,284.349
2006-09-18,285.254
2006-09-18,285.254
2006-09-19,284.228
2006-09-19,284.228
2006-09-20,284.025
2006-09-20,284.025
2006-09-21,284.912
2006-09-21,284.912
2006-09-22,285.217
2006-09-22,285.217
2006-09-26,285.356
2006-09-26,285.356
2006-09-27,280.302
2006-09-27,280.302
2006-09-28,285.735
2006-09-28,285.735
2006-09-29,283.007
2006-09-29,283.007
2006-09-30,284.412
2006-09-30,284.412
2006-10-01,286.182
2006-10-01,286.182
2006-10-03,286.405
2006-10-03,286.405
2006-10-04,287.409
2006-10-04,287.409
2006-10-05,285.97
2006-10-05,285.97
2006-10-06,285.865
2006-10-06,285.865
2006-10-07,286.601
2006-10-07,286.601
2006-10-08,288.523
2006-10-08,288.523
2006-10-10,287.507
2006-10-10,287.507
2006-10-12,287.134
2006-10-12,287.134
2006-10-13,285.684
2006-10-13,285.684
2006-10-14,286.414
2006-10-14,286.414
2006-10-15,287.088
2006-10-15,287.088
2006-10-16,279.205
2006-10-16,279.205
2006-10-19,284.517
2006-10-19,284.517
2006-10-20,286.905
2006-10-20,286.905
2006-10-22,282.673
2006-10-22,282.673
2006-10-23,287.077
2006-10-23,287.077
2006-10-24,288.331
2006-10-24,288.331
2006-10-26,286.758
2006-10-26,286.758
2006-10-28,288.29
2006-10-28,288.29
2006-10-31,288.413
2006-10-31,288.413
2006-11-01,285.923
2006-11-01,285.923
2006-11-04,287.969
2006-11-04,287.969
2006-11-05,289.058
2006-11-05,289.058
2006-11-06,288.086
2006-11-06,288.086
2006-11-07,280.695
2006-11-07,280.695
2006-11-08,287.053
2006-11-08,287.053
2006-11-09,288.737
2006-11-09,288.737
2006-11-10,287.134
2006-11-10,287.134
2006-11-11,288.268
2006-11-11,288.268
2006-11-13,289.459
2006-11-13,289.459
2006-11-15,289.783
2006-11-15,289.783
2006-11-16,289.903
2006-11-16,289.903
2006-11-17,281.408
2006-11-17,281.408
2006-11-20,280.058
2006-11-20,280.058
2006-11-22,288.879
2006-11-22,288.879
2006-11-23,286.099
2006-11-23,286.099
2006-11-24,287.595
2006-11-24,287.595
2006-11-26,289.656
2006-11-26,289.656
2006-11-29,288.485
2006-11-29,288.485
2006-12-01,289.02
2006-12-01,289.02
2006-12-02,288.054
2006-12-02,288.054
2006-12-03,289.18
2006-12-03,289.18
2006-12-04,288.316
2006-12-04,288.316
2006-12-06,288.756
2006-12-06,288.756
2006-12-07,289.744
2006-12-07,289.744
2006-12-08,287.137
2006-12-08,287.137
2006-12-09,287.884
2006-12-09,287.884
2006-12-11,290.214
2006-12-11,290.214
2006-12-12,287.644
2006-12-12,287.644
2006-12-13,289.006
2006-12-13,289.006
2006-12-16,290.054
2006-12-16,290.054
2006-12-17,290.087
2006-12-17,290.087
2006-12-20,289.841
2006-12-20,289.841
2006-12-22,288.613
2006-12-22,288.613
2006-12-24,289.332
2006-12-24,289.332
2006-12-25,279.203
2006-12-25,279.203
2006-12-26,288.839
2006-12-26,288.839
2006-12-27,292.251
2006-12-27,292.251
2006-12-28,289.673
2006-12-28,289.673
2006-12-29,291.909
2006-12-29,291.909
2006-12-31,289.593
2006-12-31,289.593
2007-01-01,289.988
2007-01-01,289.988
2007-01-02,289.63
2007-01-02,289.63
2007-01-03,291.24
2007-01-03,291.24
2007-01-04,289.443
2007-01-04,289.443
2007-01-05,288.985
2007-01-05,288.985
2007-01-09,289.74
2007-01-09,289.74
2007-01-13,281.484
2007-01-13,281.484
2007-01-14,289.121
2007-01-14,289.121
2007-01-16,288.346
2007-01-16,288.346
2007-01-17,291.055
2007-01-17,291.055
2007-01-18,288.659
2007-01-18,288.659
2007-01-19,286.378
2007-01-19,286.378
2007-01-20,288.39
2007-01-20,288.39
2007-01-21,289.134
2007-01-21,289.134
2007-01-23,289.688
2007-01-23,289.688
2007-01-24,290.47
2007-01-24,290.47
2007-01-25,288.337
2007-01-25,288.337
2007-01-26,288.885
2007-01-26,288.885
2007-01-27,289.736
2007-01-27,289.736
2007-01-28,290.498
2007-01-28,290.498
2007-01-29,286.041
2007-01-29,286.041
2007-01-30,288.329
2007-01-30,288.329
2007-02-01,282.886
2007-02-01,282.886
2007-02-02,289.599
2007-02-02,289.599
2007-02-03,290.086
2007-02-03,290.086
2007-02-04,288.595
2007-02-04,288.595
2007-02-05,289.491
2007-02-05,289.491
2007-02-06,289.092
2007-02-06,289.092
2007-02-08,288.653
2007-02-08,288.653
2007-02-09,288.08
2007-02-09,288.08
2007-02-11,288.282
2007-02-11,288.282
2007-02-12,287.918
2007-02-12,287.918
2007-02-14,285.818
2007-02-14,285.818
2007-02-17,283.198
2007-02-17,283.198
2007-02-18,288.513
2007-02-18,288.513
2007-02-19,286.775
2007-02-19,286.775
2007-02-20,285.778
2007-02-20,285.778
2007-02-21,288.646
2007-02-21,288.646
2007-02-22,289.056
2007-02-22,289.056
2007-02-23,289.173
2007-02-23,289.173
2007-02-24,288.594
2007-02-24,288.594
2007-02-26,288.836
2007-02-26,288.836
2007-02-27,289.468
2007-02-27,289.468
2007-03-01,286.303
2007-03-01,286.303
2007-03-02,283.857
2007-03-02,283.857
2007-03-03,282.214
2007-03-03,282.214
2007-03-04,286.926
2007-03-04,286.926
2007-03-05,285.0
2007-03-05,285.0
2007-03-06,288.991
2007-03-06,288.991
2007-03-07,288.315
2007-03-07,288.315
2007-03-08,288.533
2007-03-08,288.533
2007-03-09,287.313
2007-03-09,287.313
2007-03-10,286.599
2007-03-10,286.599
2007-03-11,277.35
2007-03-11,277.35
2007-03-12,288.482
2007-03-12,288.482
2007-03-13,286.071
2007-03-13,286.071
2007-03-14,286.99
2007-03-14,286.99
2007-03-15,284.694
2007-03-15,284.694
2007-03-16,288.963
2007-03-16,288.963
2007-03-17,285.385
2007-03-17,285.385
2007-03-18,280.409
2007-03-18,280.409
2007-03-19,286.504
2007-03-19,286.504
2007-03-20,286.516
2007-03-20,286.516
2007-03-21,288.165
2007-03-21,288.165
2007-03-22,289.174
2007-03-22,289.174
2007-03-23,288.311
2007-03-23,288.311
2007-03-24,287.299
2007-03-24,287.299
2007-03-25,287.005
2007-03-25,287.005
2007-03-26,289.412
2007-03-26,289.412
2007-03-27,288.748
2007-03-27,288.748
2007-03-28,287.975
2007-03-28,287.975
2007-03-29,285.652
2007-03-29,285.652
2007-03-30,287.094
2007-03-30,287.094
2007-03-31,286.456
2007-03-31,286.456
2007-04-01,283.222
2007-04-01,283.222
2007-04-02,284.451
2007-04-02,284.451
2007-04-03,284.938
2007-04-03,284.938
2007-04-04,286.321
2007-04-04,286.321
2007-04-05,285.118
2007-04-05,285.118
2007-04-06,286.688
2007-04-06,286.688
2007-04-07,286.249
2007-04-07,286.249
2007-04-08,286.359
2007-04-08,286.359
2007-04-09,284.675
2007-04-09,284.675
2007-04-10,284.835
2007-04-10,284.835
2007-04-11,286.258
2007-04-11,286.258
2007-04-12,286.319
2007-04-12,286.319
2007-04-13,277.407
2007-04-13,277.407
2007-04-14,286.861
2007-04-14,286.861
2007-04-15,287.329
2007-04-15,287.329
2007-04-16,287.34
2007-04-16,287.34
2007-04-17,287.072
2007-04-17,287.072
2007-04-18,285.536
2007-04-18,285.536
2007-04-19,287.334
2007-04-19,287.334
2007-04-20,286.287
2007-04-20,286.287
2007-04-22,284.75
2007-04-22,284.75
2007-04-24,285.806
2007-04-24,285.806
2007-04-25,278.391
2007-04-25,278.391
2007-04-26,284.426
2007-04-26,284.426
2007-04-27,283.296
2007-04-27,283.296
2007-04-28,283.949
2007-04-28,283.949
2007-04-29,285.359
2007-04-29,285.359
2007-04-30,284.27
2007-04-30,284.27
2007-05-01,282.925
2007-05-01,282.925
2007-05-02,281.484
2007-05-02,281.484
2007-05-03,286.303
2007-05-03,286.303
2007-05-04,286.049
2007-05-04,286.049
2007-05-05,285.639
2007-05-05,285.639
2007-05-06,280.252
2007-05-06,280.252
2007-05-08,282.833
2007-05-08,282.833
2007-05-10,274.744
2007-05-10,274.744
2007-05-11,281.042
2007-05-11,281.042
2007-05-12,281.185
2007-05-12,281.185
2007-05-13,283.548
2007-05-13,283.548
2007-05-14,273.056
2007-05-14,273.056
2007-05-15,281.134
2007-05-15,281.134
2007-05-16,279.716
2007-05-16,279.716
2007-05-17,279.958
2007-05-17,279.958
2007-05-18,282.902
2007-05-18,282.902
2007-05-19,281.788
2007-05-19,281.788
2007-05-20,280.269
2007-05-20,280.269
2007-05-21,276.108
2007-05-21,276.108
2007-05-24,271.274
2007-05-24,271.274
2007-05-25,278.852
2007-05-25,278.852
2007-05-26,279.35
2007-05-26,279.35
2007-05-27,275.697
2007-05-27,275.697
2007-05-28,274.937
2007-05-28,274.937
2007-05-29,278.338
2007-05-29,278.338
2007-05-30,276.967
2007-05-30,276.967
2007-05-31,275.15
2007-05-31,275.15
2007-06-01,272.678
2007-06-01,272.678
2007-06-02,277.642
2007-06-02,277.642
2007-06-03,277.776
2007-06-03,277.776
2007-06-04,273.459
2007-06-04,273.459
2007-06-05,279.539
2007-06-05,279.539
2007-06-06,282.176
2007-06-06,282.176
2007-06-07,282.025
2007-06-07,282.025
2007-06-08,280.986
2007-06-08,280.986
2007-06-09,280.97
2007-06-09,280.97
2007-06-10,280.709
2007-06-10,280.709
2007-06-11,282.589
2007-06-11,282.589
2007-06-12,281.223
2007-06-12,281.223
2007-06-13,277.526
2007-06-13,277.526
2007-06-14,279.226
2007-06-14,279.226
2007-06-15,277.14
2007-06-15,277.14
2007-06-16,281.722
2007-06-16,281.722
2007-06-17,280.873
2007-06-17,280.873
2007-06-18,280.0
2007-06-18,280.0
2007-06-19,280.018
2007-06-19,280.018
2007-06-20,277.915
2007-06-20,277.915
2007-06-21,281.887
2007-06-21,281.887
2007-06-22,281.808
2007-06-22,281.808
2007-06-23,275.183
2007-06-23,275.183
2007-06-24,279.683
2007-06-24,279.683
2007-06-25,281.755
2007-06-25,281.755
2007-06-27,278.939
2007-06-27,278.939
2007-06-28,278.968
2007-06-28,278.968
2007-06-29,278.376
2007-06-29,278.376
2007-06-30,279.985
2007-06-30,279.985
2007-07-01,279.907
2007-07-01,279.907
2007-07-02,279.416
2007-07-02,279.416
2007-07-03,278.831
2007-07-03,278.831
2007-07-04,279.034
2007-07-04,279.034
2007-07-05,279.183
2007-07-05,279.183
2007-07-06,277.373
2007-07-06,277.373
2007-07-07,276.756
2007-07-07,276.756
2007-07-08,276.022
2007-07-08,276.022
2007-07-11,275.818
2007-07-11,275.818
2007-07-12,273.804
2007-07-12,273.804
2007-07-13,275.725
2007-07-13,275.725
2007-07-14,277.399
2007-07-14,277.399
2007-07-15,277.561
2007-07-15,277.561
2007-07-16,275.928
2007-07-16,275.928
2007-07-17,276.743
2007-07-17,276.743
2007-07-18,273.904
2007-07-18,273.904
2007-07-19,277.386
2007-07-19,277.386
2007-07-20,276.672
2007-07-20,276.672
2007-07-21,279.846
2007-07-21,279.846
2007-07-22,279.226
2007-07-22,279.226
2007-07-23,278.016
2007-07-23,278.016
2007-07-24,277.334
2007-07-24,277.334
2007-07-25,278.373
2007-07-25,278.373
2007-07-26,277.904
2007-07-26,277.904
2007-07-27,277.657
2007-07-27,277.657
2007-07-28,277.5
2007-07-28,277.5
2007-07-29,280.231
2007-07-29,280.231
2007-07-30,278.623
2007-07-30,278.623
2007-07-31,276.07
2007-07-31,276.07
2007-08-01,280.362
2007-08-01,280.362
2007-08-03,282.15
2007-08-03,282.15
2007-08-04,281.627
2007-08-04,281.627
